Filename;Mountain;Altitude
0004.jpg;Acatenango;3976
0005.jpg;Acatenango;3976
0006.jpg;Acatenango;3976
0007.jpg;Acatenango;3976
0008.jpg;Acatenango;3976
0009.jpg;Acatenango;3976
0026.jpg;Agassiz Peak;3767
0027.jpg;Agassiz Peak;3767
0028.jpg;Agassiz Peak;3767
0029.jpg;Agassiz Peak;3767
0030.jpg;Agassiz Peak;3767
0031.jpg;Agassiz Peak;3767
0063.jpg;Aiguille d'Argentiere;3901
0064.jpg;Aiguille d'Argentiere;3901
0065.jpg;Aiguille d'Argentiere;3901
0066.jpg;Aiguille d'Argentiere;3901
0067.jpg;Aiguille d'Argentiere;3901
0074.jpg;Aiguille de Chardonnet;3824
0079.jpg;Aiguille de la Grande Sassiere;3747
0080.jpg;Aiguille de la Grande Sassiere;3747
0081.jpg;Aiguille de la Grande Sassiere;3747
0082.jpg;Aiguille de la Grande Sassiere;3747
0083.jpg;Aiguille de Leschaux;3759
0084.jpg;Aiguille de Leschaux;3759
0085.jpg;Aiguille de Poclet;3561
0086.jpg;Aiguille de Poclet;3561
0087.jpg;Aiguille de Poclet;3561
0088.jpg;Aiguille de Poclet;3561
0089.jpg;Aiguille de Poclet;3561
0090.jpg;Aiguille de Poclet;3561
0091.jpg;Aiguille de Polset;3531
0092.jpg;Aiguille de Polset;3531
0093.jpg;Aiguille de Triolet;3870
0094.jpg;Aiguille des Glaciers;3816
0095.jpg;Aiguille des Glaciers;3816
0096.jpg;Aiguille des Glaciers;3816
0097.jpg;Aiguille des Glaciers;3816
0098.jpg;Aiguille des Glaciers;3816
0099.jpg;Aiguille des Glaciers;3816
0100.jpg;Aiguille des Grands Charmoz;3445
0101.jpg;Aiguille des Grands Charmoz;3445
0102.jpg;Aiguille du Dru;3754
0103.jpg;Aiguille du Dru;3754
0104.jpg;Aiguille du Dru;3754
0105.jpg;Aiguille du Dru;3754
0106.jpg;Aiguille du Dru;3754
0107.jpg;Aiguille du Dru;3754
0108.jpg;Aiguille du Dru;3754
0109.jpg;Aiguille du Dru;3754
0115.jpg;Aiguille du Gouter;3863
0116.jpg;Aiguille du Gouter;3863
0117.jpg;Aiguille du Gouter;3863
0118.jpg;Aiguille du Gouter;3863
0119.jpg;Aiguille du Midi;3842
0120.jpg;Aiguille du Midi;3842
0121.jpg;Aiguille du Midi;3842
0122.jpg;Aiguille du Midi;3842
0123.jpg;Aiguille du Midi;3842
0124.jpg;Aiguille du Moine;3412
0125.jpg;Aiguille du plat de la Selle;3412
0126.jpg;Aiguille du plat de la Selle;3412
0127.jpg;Aiguille du plat de la Selle;3412
0128.jpg;Aiguille du plat de la Selle;3412
0129.jpg;Aiguille Rouge;3226
0130.jpg;Aiguille Rouge;3226
0138.jpg;Aiguilles d'Arves;3514
0139.jpg;Aiguilles d'Arves;3514
0140.jpg;Aiguilles d'Arves;3514
0141.jpg;Aiguilles d'Arves;3514
0142.jpg;Aiguilles d'Arves;3514
0143.jpg;Aiguilles d'Arves;3514
0147.jpg;Ailefroide;3954
